imdbId,n_lines,movieId,tmdbId,clean_title,year,genres,main_genre,avg_rating,rating_count,n_words,overview,poster_url,runtime,popularity,vote_average
479884,907,47200,1948.0,Crank,2006,Action|Thriller,Action,3.394993,5133,5397,"Chev Chelios, a hit man wanting to go straight, lets his latest target slip away. Then he awakes the next morning to a phone call that informs him he has been poisoned and has only an hour to live unless he keeps adrenaline coursing through his body while he searches for an antidote.",https://image.tmdb.org/t/p/w342/rsKmhnvzJezjwC1Ud2Hh37oNpdQ.jpg,88.0,9.6521,6.67
480002,1488,141114,75634.0,Sharpe's Challenge,2006,Action|Adventure|War,Action,3.09375,16,11640,"Sean Bean is back as the swashbuckling hero in Sharpe's Challenge, an action packed mini-series to be shot on location in Rajasthan, India. Two years after the Duke of Wellington crushes Napoleon at Waterloo, dispatches from India tell of a local Maharaja, Khande Rao, who is threatening British interests there. Wellington sends Sharpe to investigate on what turns out to be his most dangerous mission to date. When a beautiful general's daughter is kidnapped by the Indian warlord, the tension mounts, leaving Sharpe no option but to pursue the enemy right into its deadly lair. Deep in the heart of enemy territory he also has to keep at bay the beautiful but scheming Regent, Madhuvanthi, who is out to seduce him. The fate of an Empire and the life of a General's daughter lie in one man's hands...",https://image.tmdb.org/t/p/w342/2Q3NldV0WViNzNy8td2BFUVzcFq.jpg,138.0,1.1408,6.2
480025,1598,52952,11798.0,This Is England,2006,Drama,Drama,3.8146431,2158,10069,"A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends, even like family. Based on experiences of director Shane Meadows.",https://image.tmdb.org/t/p/w342/6ZVx7wLrlgSKxkYC2CRg6Zek0fG.jpg,102.0,1.4789,7.479
480271,1603,49526,10032.0,National Lampoon's Van Wilder: The Rise of Taj,2006,Comedy,Comedy,2.5461538,325,9975,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",https://image.tmdb.org/t/p/w342/yJmLmors19hXAZn8wmFLtbOs3Qq.jpg,97.0,2.3843,5.095
481390,643,186145,9774.0,Kokoda,2006,Action|Drama,Action,2.7142856,7,3067,A bitter battle is fought between Australian and Japanese soldiers along the Kokoda trail in New Guinea during World War II.,https://image.tmdb.org/t/p/w342/99XSpD5ItqGbwECfpspHWQRkwXR.jpg,92.0,0.9269,6.167
482088,1183,51705,6691.0,Priceless (Hors de prix),2006,Comedy|Romance,Comedy,3.6291513,542,5750,A beautiful young gold-digger mistakes a lowly hotel clerk as a rich and therefore worthwhile catch.,https://image.tmdb.org/t/p/w342/yWLlqlCu7HmmDcpyAXUpPQjcUSC.jpg,104.0,2.5009,6.398
482374,657,143998,10094.0,Gone,2006,Crime|Drama|Horror|Mystery|Thriller,Crime,2.5357144,14,3485,A contemporary psychological thriller in which a young British couple travelling through the Australian outback become involved with a mysterious and charismatic American whose motive for imposing his friendship upon them becomes increasingly suspect and sinister.,https://image.tmdb.org/t/p/w342/gOqehYqxkjwx7dxZw9HJyxdtLmZ.jpg,88.0,0.9817,5.113
482527,972,50954,37725.0,It's a Boy Girl Thing,2006,Comedy|Romance,Comedy,3.3166332,499,7255,"A visit to a natural history museum proves catastrophic for two high school rivals, an overachiever and a jock, when an ancient Aztec statue casts a spell that causes them to switch bodies and see exactly what it's like to walk in the other's shoes.",https://image.tmdb.org/t/p/w342/uA4ZJdlILmIGSqBjfM4mkWvtcTt.jpg,95.0,3.6291,6.54
482546,1028,50160,13967.0,Miss Potter,2006,Drama,Drama,3.560801,699,8401,"Beatrix Potter, the author of the beloved children's book ""The Tale of Peter Rabbit"", struggles for love, happiness and success.",https://image.tmdb.org/t/p/w342/fecGKwGABfZdMbiH1WQN9zMcOkS.jpg,92.0,3.7,6.651
482571,1590,48780,1124.0,"Prestige, The",2006,Drama|Mystery|Sci-Fi|Thriller,Drama,4.122643,34046,10897,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",https://image.tmdb.org/t/p/w342/Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg,130.0,24.6635,8.211
482629,1248,51660,14624.0,"Ultimate Gift, The",2006,Drama,Drama,3.6566455,316,9009,"When his wealthy grandfather finally dies, Jason Stevens fully expects to benefit when it comes to the reading of the will. But instead of a sizable inheritance, Jason receives a test, a series of tasks he must complete before he can get any money.",https://image.tmdb.org/t/p/w342/8BdVk1u110lwHFELTEO9HrPrIDa.jpg,114.0,4.9851,7.708
483726,1701,48593,9895.0,Man of the Year,2006,Comedy|Thriller,Comedy,2.9183939,772,13904,"The irreverent host of a political satire talk show decides to run for president and expose corruption in Washington. His stunt goes further than he expects when he actually wins the election, but a software engineer suspects that a computer glitch is responsible for his surprising victory.",https://image.tmdb.org/t/p/w342/s1etp9ZqcRqZVfonrdFJbQ6mgk9.jpg,115.0,2.8991,5.9
484175,977,123459,30861.0,The Last House in the Woods,2007,Horror,Horror,2.0833333,6,4236,"A woman escapes a group of bullies seeking to rape her and takes refuge with a seemingly kind couple who have a dark secret hidden in their quiet, secluded house.",https://image.tmdb.org/t/p/w342/5Lx4JS5zP9kIGf7H6TUrw8O0wuD.jpg,85.0,0.5122,4.4
484877,1356,57865,7839.0,Wedding Daze,2006,Comedy|Romance,Comedy,2.721591,88,7746,"After losing the woman of his dreams, Anderson is convinced he'll never fall in love again. But at the urging of his best friend, he spontaneously proposes to a dissatisfied waitress named Katie and an innocent dare evolves into the kind of love that both have been looking for all along.",https://image.tmdb.org/t/p/w342/pDqYrYciP76wfzmAqB8SLO5j6f.jpg,90.0,2.7099,5.636
485241,1184,91537,1254.0,"Don't Worry, I'm Fine (Je vais bien, ne t'en fais pas)",2006,Drama,Drama,3.6140351,57,5166,"A 19-year-old searches for her twin brother after he runs away from home, following a fight with their father.",https://image.tmdb.org/t/p/w342/yD6skMZZq0Rgn2NhI9dk4B2Dipu.jpg,96.0,1.3539,7.203
486028,1332,52845,13569.0,Thr3e (Three),2006,Drama|Horror|Mystery|Thriller,Drama,2.5957446,47,8409,Innocent lives hang on the whim of an elusive psychopathic murderer whose strange riddles and impossible timelines force three people into a mission to end the game before one or all of them die.,https://image.tmdb.org/t/p/w342/fGXWsdhfJ4UIdCnsCJMkT2Ulo9p.jpg,101.0,0.9126,5.126
486480,826,53752,25875.0,Gui Si (Silk),2006,Drama|Horror|Mystery|Sci-Fi|Thriller,Drama,3.2272727,33,4303,"A scientist uses his invention - the ""Menger Sponge"" - to capture the energy of a dead child's spirit in an old building. In trying to determine why the energy of the ghost does not dissipate, the team discovers the identity and the dramatic story of the boy.",https://image.tmdb.org/t/p/w342/rpfPg7MuQLaDeteKLMgopE9eozG.jpg,108.0,1.7724,6.2
486551,1441,47640,9988.0,Beerfest,2006,Comedy,Comedy,3.097779,1621,9212,"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.",https://image.tmdb.org/t/p/w342/5srGbSv3zhEUjXFOZR9qHkgJO6l.jpg,110.0,3.3845,5.83
486597,753,132739,18819.0,The Hunt for Eagle One,2006,Action|Adventure|Drama|Thriller,Action,2.4,5,3754,A group of US Marines are sent to rescue captured a US Marine and a Filipino Captain while stopping a group of Al-Qaeda-backed local rebels from launching biological weapons.,https://image.tmdb.org/t/p/w342/tuCx5R4LcpI4d97f1MRfY8yntcK.jpg,88.0,0.8533,5.377
486656,1056,121184,9817.0,Save the Last Dance 2,2006,Drama|Romance,Drama,2.6571429,35,7015,"Sara joins Julliard in New York to fulfill her and her mother's dream of becoming the Prima ballerina of the school. She befriends her roommates, Zoe and Miles, who teach hip-hop classes. She has ballet classes with the rigid and famous Monique Delacroix that she idolizes - Monique requires full commitment, discipline and hard work from her students. When Miles, who is a composer, invites Sara to help him compose the music for the dance choreography Sara's passion for hip-hop is sparked and she also falls in love with Miles. When she is assigned to perform Giselle in an important event, she feels divided between the technique of the ballet and the creative work offered by Miles.",https://image.tmdb.org/t/p/w342/vlEfhkHAWuNzdJv80uRf8bK1bBd.jpg,90.0,1.2963,5.484
486761,695,135953,21316.0,Leroy & Stitch,2006,Animation|Children|Comedy,Animation,3.154321,81,4682,"Lilo, Stitch, Jumba, and Pleakley have finally caught all of Jumba's genetic experiments and found the one true place where each of them belongs. Stitch, Jumba and Pleakley are offered positions in the Galactic Alliance, turning them down so they can stay on Earth with Lilo, but Lilo realizes her alien friends have places where they belong – and it's finally time to say ""aloha"".",https://image.tmdb.org/t/p/w342/1LCfRArffse3PnqkACooOHkWcry.jpg,73.0,3.9346,6.5
488085,1033,52606,9843.0,Big Nothing,2006,Comedy|Crime|Thriller,Comedy,3.3530066,449,7256,"A frustrated, unemployed teacher joins forces with a scammer and his girlfriend in a blackmailing scheme.",https://image.tmdb.org/t/p/w342/1A4DUWrFLchciMhC0hNJAJa92gU.jpg,86.0,1.6431,6.447
489270,899,48877,214.0,Saw III,2006,Crime|Horror|Thriller,Crime,2.7630577,3676,5342,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detectives scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",https://image.tmdb.org/t/p/w342/4iO9n24Rb10peXV0JH2EldIOrAp.jpg,108.0,11.9975,6.418
490076,956,59738,9022.0,All the Boys Love Mandy Lane,2006,Horror|Mystery|Thriller,Horror,2.8339162,286,4339,"Beautiful Mandy Lane isn't a party girl but, when classmate Chloe invites the Texas high school student to a bash in the countryside, she reluctantly accepts. After hitching a ride with a vaguely scary older man, the teens arrive at their destination. Partying ensues, and Mandy's close pal, Emmet, keeps a watchful eye on the young males making a play for Mandy. Then two of the students are murdered.",https://image.tmdb.org/t/p/w342/9t7n7K0xqw0gMvrxyhdiyqEF3W1.jpg,90.0,2.7047,5.572
490196,1352,44844,30139.0,Phat Girlz,2006,Comedy,Comedy,2.048387,62,9457,Two large women struggle to find love and acceptance in a culture where thin is in. Their lives take a dramatic turn when they meet the men of their dreams in completely unexpected ways.,https://image.tmdb.org/t/p/w342/zzylksiJ8hmzvsHIDBTuqYZJYTe.jpg,99.0,2.365,4.662
491747,1120,52967,1919.0,Away from Her,2006,Drama,Drama,3.720131,611,7655,"Fiona and Grant have been married for nearly 50 years. They have to face the fact that Fiona’s absent-mindedness is a symptom of Alzheimer’s disease. She must go to a specialized nursing home, where she slowly forgets Grant and turns her affection to Aubrey, another patient in the home.",https://image.tmdb.org/t/p/w342/oyPE6i9sylR1UhTPFmniOHcQpKb.jpg,110.0,1.8525,7.032
492754,524,72204,38065.0,Salvage,2006,Horror|Mystery|Thriller,Horror,2.5,16,3244,"Claire Parker is going to die. At the hands of a sadistic and depraved killer, she will endure a terrifying, unimaginable brutal death--and it will all happen again. After being beaten, dragged, sliced, and stabbed, Claire awakens at work--where it all began--untouched and unharmed. But the hellish ordeal is far from over. The madman is back and he's ready for more blood...",https://image.tmdb.org/t/p/w342/rINSO6I0CX3zJT7FV1ZuLEwBgU0.jpg,80.0,1.263,4.852
492912,773,46808,31463.0,Subject Two,2006,Drama|Thriller,Drama,2.5294118,17,3883,A doctor invents a resurrection formula and tests it by killing his assistant over and over and over again.,https://image.tmdb.org/t/p/w342/qxvWkn9sgiJwaKz2KUEzKc449Sa.jpg,93.0,0.9097,5.561
493247,565,52443,14945.0,Origin: Spirits of the Past (Gin-iro no kami no Agito),2006,Animation|Drama|Romance|Sci-Fi,Animation,3.2029703,101,3400,It is 300 years into the future. Earth's environment had been devastated by mankind's own foolish plans and humankind is beleaguered by the sentient forests which they have awoken. The world balance is tipped when a young boy named Agito stumbles across a machine that glowed in a strange blue hue inside a forbidden sanctuary.,https://image.tmdb.org/t/p/w342/deky1Av1w6wgSzcFbtcsFgrKKtV.jpg,95.0,1.8251,6.962
493264,922,240772,11818.0,Valley of the Wolves: Iraq,2006,Action|Drama|War,Action,3.9,5,6433,"The film covers through fiction real-life events like the occupation of Iraq, the execution of Daniel Pearl, the Hood event and the Abu Ghraib torture scandal.",https://image.tmdb.org/t/p/w342/s7NOQ6u6elKB7KiZVd3uUY3igW0.jpg,122.0,1.757,5.053
493430,1310,48322,12094.0,Jackass Number Two,2006,Comedy|Documentary,Comedy,3.1326578,2220,8241,"Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",https://image.tmdb.org/t/p/w342/u73V8dMqUwjtPL6gWesCE7ji9GU.jpg,93.0,10.1676,6.595
494271,1203,59260,10886.0,"Unknown Woman, The (La Sconosciuta)",2006,Drama|Mystery|Thriller,Drama,3.4598215,112,6269,"A Ukrainian woman named Irena calculatedly insinuates herself into the lives of a young, affluent Italian family. Stopping at nothing to become the couple's trusted maid and the beloved nanny to their fragile young daughter, Irena risks everything in her quest to uncover the truth about the family.",https://image.tmdb.org/t/p/w342/piBn5ydvdfCHSfys6N1A7LNwQft.jpg,118.0,2.4627,7.196
494290,1859,257633,33142.0,Vivah,2006,Drama|Romance,Drama,3.75,2,10690,"Poonam, a traditionally brought-up young woman, is to marry Prem, a groom chosen by her uncle. Poonam and Prem's faith and love are to be tested however, when an accident occurs and Poonam might be scarred for life.",https://image.tmdb.org/t/p/w342/e5zFYX3hW1TNeFCzRw7ET2DxRPm.jpg,175.0,1.3488,6.68
495596,1140,52806,37933.0,Tales from Earthsea (Gedo Senki),2006,Adventure|Animation|Fantasy,Adventure,3.095463,529,5389,"As crops dwindle and dragons reappear, mankind stands on the verge of total chaos. Lord Archmage Sparrowhawk, a powerful wizard, and Arren, a troubled young prince, search for the force behind this mysterious imbalance that threatens to destroy the land of Earthsea.",https://image.tmdb.org/t/p/w342/y0VnJt4eRPMjA1hpJ8f1EFoVaSf.jpg,116.0,3.964,6.525
496350,505,99733,22066.0,"Marsh, The",2006,Horror|Thriller,Horror,2.625,16,3448,Writer Claire Holloway is troubled by nightmares of Rose Marsh Farm. She decides to vacation at the farm which unbeknown to her is haunted by the ghost of a little girl and a teenage boy. Claire enlists the help of Geoffry Hunt to help uncover a decade old tragedy.,https://image.tmdb.org/t/p/w342/kGZoo3qjhxMpl5GhsisFOeYyypn.jpg,92.0,1.0698,5.1
497116,898,45950,1781.0,"Inconvenient Truth, An",2006,Documentary,Documentary,3.5786948,4168,10913,A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.,https://image.tmdb.org/t/p/w342/zrYT5UHE2UIsofwkv6KK2Tsu5a.jpg,100.0,3.4646,6.944
497137,978,53161,5488.0,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana)",2006,Comedy|Drama|Romance|Sci-Fi,Comedy,3.5733788,586,5554,"Young-goon, mentally deranged and frequently electro-charging herself with a transistor radio, has been admitted into a mental institution. Firmly believing herself to be a cyborg, she refuses to consume like a human being. Il-soon is another patient, who catches the eye of Young-goon and soon becomes a close friend. Il-soon is now confronted with the biggest task: to cure Young-goon's mental problem and have her eat real food.",https://image.tmdb.org/t/p/w342/9uDGx2lzjROf3335CGKdCYs6WD5.jpg,105.0,1.9235,7.05
497986,827,50517,25648.0,Time (Shi gan),2006,Drama|Romance,Drama,3.5721924,187,4105,"Consumed by jealousy, a woman takes an extreme step and undergoes surgery for a new face. Although her lover of 2 years misses her, he falls in love with the new face, not knowing it's the same woman.",https://image.tmdb.org/t/p/w342/3rB7l4rYzXUpVNEsboQQETtt5zl.jpg,97.0,1.0476,6.874
498097,644,55360,18421.0,Climates (Iklimler),2006,Drama,Drama,3.377907,86,3366,Man was made to be happy for simple reasons and unhappy for even simpler ones – just as he is born for simple reasons and dies for even simpler ones... Isa and Bahar are two lonely figures dragged through the ever-changing climate of their inner selves in pursuit of a happiness that no longer belongs to them.,https://image.tmdb.org/t/p/w342/ikTWwbyIwaFlqAGpD8jwqgghQz0.jpg,98.0,1.984,6.833
498311,443,54171,13402.0,Re-cycle (Gwai wik),2006,Fantasy|Horror,Fantasy,3.4537036,54,2743,"Ting-yin, a young novelist, is struggling to come up with a followup to her best-selling trilogy of romance novels. After drafting her first chapter, she stops and deletes the file from her computer. She then starts seeing strange, unexplainable things and finds that she is experiencing the supernatural events that she described in her novel-to-be.",https://image.tmdb.org/t/p/w342/8zZQ0UBeA3UbdhgqCURHK0VymIY.jpg,108.0,0.8311,6.5
498380,841,50068,1251.0,Letters from Iwo Jima,2006,Drama|War,Drama,3.7974734,3760,5958,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",https://image.tmdb.org/t/p/w342/kZokxQtzMPURvijWYFuvh1fAvnv.jpg,141.0,7.1076,7.502
499262,761,74431,4887.0,Takva: A Man's Fear of God,2006,Drama,Drama,3.744681,47,5529,"Humble and introvert Muharrem lives in a solitary and meager existence of a prayer and sexual abstinence adhering strictly to the most severe Islamic doctrines.His extraordinary devotion attracts the attention of the leader of a rich and powerful Istanbul religious group and he offers him an administrative post as a rent collector for their numerous properties. Muharrem's new job throws him into the modern outside world he has successfully avoided for so long. He soon witnesses conflict attitude toward alcohol consumption and goodwill.He notices that he himself has become proud, domineering and even dishonest.To make matters worse, Muharrem's inner peace is unnerved by the tormenting image of seductive woman who tempts him in his dreams,both night and day.With the balance of his devotion now upset,his fear of God begins to eat away at his senses.",https://image.tmdb.org/t/p/w342/ta0V8MRI7rQJXNRdnaKARpgUASw.jpg,96.0,0.8389,7.154
499537,1175,48682,13209.0,Offside,2006,Comedy|Drama,Comedy,3.5916667,120,6620,"During the 2006 World Cup qualifying match between Iran and Bahrain, numerous young women are caught and rounded up for dressing as men so they could gain access to the game. Guarded by several soldiers in a holding pen, the women attempt to keep updated on the score.",https://image.tmdb.org/t/p/w342/9BDtD58nuNFyByMAoTLdFNHX5qZ.jpg,93.0,1.33,7.025
499603,1066,49284,2357.0,10 Items or Less,2006,Comedy|Drama|Romance,Comedy,3.3223062,529,5699,"An actor who is considering the role of a supermarket manager arrives at a grocery store on the outskirts of Los Angeles to do some field research. He subsequently becomes stranded, without a car or cell phone, and accepts a ride home with Scarlet, a cashier who is about to interview for a new job. The actor rediscovers the essence of his craft while helping Scarlet gain the confidence she needs to change her life.",https://image.tmdb.org/t/p/w342/2MBxFTeRe4m7DC49PmIkMXMjMEO.jpg,81.0,2.5536,6.219
643106,378,201366,305655.0,Haeckel's Tale,2006,Horror,Horror,2.75,4,3016,"A grieving widower seeking the help of a necromancer is told the terrible tale of Ernst Haeckel, a man obsessed with reanimation.",https://image.tmdb.org/t/p/w342/rs3dJd6WG5jUcCymJoXobF6rIdr.jpg,60.0,1.0465,5.718
643110,677,196689,319315.0,Pick Me Up,2006,Horror,Horror,3.0,4,4174,,,100.0,,
643111,547,201360,334033.0,Sick Girl,2006,Horror,Horror,2.95,10,3693,"A shy entomologist named Ida—whose girlfriend has left her, due to her interest in insects—develops a crush on a strange girl, Misty. After Ida receives a mysterious insect in the mail, the two women spend the night together, and Ida awakens to find that Misty has stumbled upon her insect collection and has a great interest in them herself.",https://image.tmdb.org/t/p/w342/ayUkeTAikjxC4KTClDX6xyOvsPJ.jpg,56.0,0.7141,6.213
643112,383,201358,319318.0,The Fair Haired Child,2006,Horror,Horror,3.1666667,3,1908,A creepy couple kidnaps a teenage outcast and locks her in their basement with their seemingly kindhearted adolescent son - who harbors a terrifying secret involving the forces of evil.,https://image.tmdb.org/t/p/w342/UcecljcuABBGBemcnzSaqtWwP5.jpg,55.0,0.9251,5.836
757157,1068,156404,40211.0,A Millionaire's First Love,2006,Drama|Romance,Drama,3.5,14,5195,"When a high school diploma becomes the key to unlocking his inheritance, a spoiled teen gets an invaluable lesson in life and love in a rural village.",https://image.tmdb.org/t/p/w342/sSoniQCDuIBSKOhQkpW9wxAGLTt.jpg,116.0,1.5225,7.278
758742,1459,60609,16007.0,Death Note,2006,Adventure|Crime|Drama|Horror|Mystery,Adventure,3.49501,501,8524,"Light Yagami finds the ""Death Note,"" a notebook with the power to kill, and decides to create a Utopia by killing the world's criminals, and soon the world's greatest detective, ""L,"" is hired to find the mysterious murderer. An all out battle between the two greatest minds on earth begins and the winner will control the world.",https://image.tmdb.org/t/p/w342/xiJPZntaz1BMooXfiwi2iZAMbhY.jpg,126.0,5.0071,7.064
758794,1594,49793,11170.0,We Are Marshall,2006,Drama,Drama,3.5172064,988,10965,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.",https://image.tmdb.org/t/p/w342/5PSiExbg6Fm8MiPJOikBCOcZFnd.jpg,131.0,3.8319,6.894
762121,527,49524,2447.0,"Nativity Story, The",2006,Drama,Drama,3.3074865,187,3973,"Mary and Joseph make the hard journey to Bethlehem for a blessed event in this retelling of the Nativity story. This meticulously researched and visually lush adaptation of the biblical tale follows the pair on their arduous path to their arrival in a small village, where they find shelter in a quiet manger and Jesus is born.",https://image.tmdb.org/t/p/w342/nd0oj0lmEx1X8WraiVkYMZlDjKk.jpg,101.0,3.1379,6.962
763840,1537,50151,14171.0,Home of the Brave,2007,Action|Drama|War,Action,2.577922,77,8776,"The day after they get the word they'll go home in two weeks, a group of soldiers from Spokane are ambushed in an Iraqi city. Back stateside we follow four of them - a surgeon who saw too much, a teacher who's a single mom and who lost a hand in the ambush, an infantry man whose best friend died that day, and a soldier who keeps reliving the moment he killed a civilian woman.",https://image.tmdb.org/t/p/w342/eQokFEJYba9PUhJ99W0TsxzOynp.jpg,106.0,3.4654,5.442
770214,981,105338,30244.0,Kabul Express,2006,Action|Comedy|Drama|Thriller,Action,2.9,5,6428,"Five people - two Indian journalists, an American photojournalist, an Afghan guide and a Taliban soldier who takes them all hostage - are taken on a 48-hour journey into Afghanistan in a jeep called the Kabul Express, a special and unlikely bond developing between them along the way.",https://image.tmdb.org/t/p/w342/55JOXvEqxQtB1QQPAEmzCwpXXwY.jpg,104.0,0.6609,5.978
778631,1096,133893,17566.0,Brave Story,2008,Animation|Fantasy|Sci-Fi,Animation,3.125,20,4964,Jr. High School Student Wataru and his friends like playing in an abandond building and looking for ghosts. However it seems he is not the only one. Another mysterious student Mitsuru shows Wataru that there is a magical door to another world where one can go and get the Goddess of Fortune to grant one wish! When tragedy strikes Wataru's family he decides to open the door for himself.,https://image.tmdb.org/t/p/w342/a6Nf0izdEXKvVi8T8vinuqmfMpD.jpg,112.0,1.4687,6.351
779496,347,201761,288743.0,Pelts,2006,Horror,Horror,3.0,11,1952,"Jake Feldman is a furrier struggling to build a business while being tormented by his obsession with a stripper. When a sadistic backwoods trapper kills a strange group of pet raccoons, Jake knows their luxurious hides could make a coat that will change his fortunes forever. Only these are no ordinary pelts: the cursed furs will wreak vengeance on anyone who touches them.",https://image.tmdb.org/t/p/w342/iHpMv1Rtn2YEhO0AYDytNxdVSa1.jpg,58.0,1.7193,5.597
779982,748,55553,3603.0,Black Sheep,2006,Comedy|Horror,Comedy,3.0239825,688,4243,"After a childhood prank by his brother Angus causes Henry to develop a phobia of sheep, he must step up to the onslaught of a genetically-mutated man-eating flock with the help of his friend and a young environmentalist.",https://image.tmdb.org/t/p/w342/b6Spp82Tg8rv4YUSHGWFqFbgp0q.jpg,86.0,2.9014,5.779
781392,771,188983,97981.0,Black Night,2006,Drama|Horror|Sci-Fi|Thriller,Drama,4.25,2,3543,"Hong Kong director Patrick Leung, Japanese director Takahiko Akiyama, and Thai director Thanit Jitnikul pool their resources to terrify audiences with a three-part horror omnibus that proves terror takes many unique forms.",https://image.tmdb.org/t/p/w342/2hfPab07aeIOP8uGRlvj6WfI4Kt.jpg,97.0,0.717,5.1
782037,718,69545,75317.0,D@bbe,2006,Horror|Thriller,Horror,2.1666667,6,4336,"A cruel suicide wave spreads from the United States to a small Turkish town, where a man kills himself after spending time on the computer. His friends are still getting disturbing emails from him.",https://image.tmdb.org/t/p/w342/1w3oxWGDPtEYAxqDZNgBNIfWvUW.jpg,111.0,2.2725,4.604
783238,699,50447,13551.0,"Dead Girl, The",2006,Drama|Mystery|Thriller,Drama,3.1666667,243,5044,The clues to a young woman's death come together as the lives of seemingly unrelated women begin to intersect.,https://image.tmdb.org/t/p/w342/wBIn93ZY0Qd3BafjSJYvqgAZu88.jpg,94.0,2.1021,5.984
783492,711,239914,42289.0,666: The Child,2006,Horror,Horror,2.0,2,5259,"A jet liner plummets from the sky and crashes into the earth. From the burning embers rises one lone survivor - a small boy! But the childless couple that adopts him will soon discover he is no helpless child, but rather something very powerful, something very dark. This small boy is the Beast and with him he carries the Beginning of the End.",https://image.tmdb.org/t/p/w342/nwT0Mq5qAaXIYLLqy4T1yhq7n7Z.jpg,80.0,1.1765,3.686
785532,578,201628,298723.0,Pro-Life,2006,Horror|Thriller,Horror,2.8076923,13,3676,"Angelique, a traumatized fifteen year old, is taken to an abortion clinic to end her pregnancy. However, her deeply religious father and three brothers are out to make sure the baby lives.",https://image.tmdb.org/t/p/w342/iVUUEFgHzfW1qDNZ5MMsUewnPMt.jpg,57.0,0.7996,5.489
790604,1314,49282,9969.0,Deck the Halls,2006,Comedy,Comedy,2.2206898,290,8996,"Determined to unseat Steve Finch's reign as the town's holiday season king, Buddy Hall plasters his house with so many decorative lights that it'll be visible from space! When their wives bond, and their kids follow suit, the two men only escalate their rivalry - and their decorating.",https://image.tmdb.org/t/p/w342/smJDzhYGhl6j9OrucsB7IkMNy82.jpg,93.0,4.0238,5.6
792948,1119,67949,19976.0,"Exterminating Angels, The (anges exterminateurs, Les)",2006,Drama|Fantasy|Romance,Drama,2.875,40,6809,A filmmaker holds a series of boundary-pushing auditions for his latest project: a thriller on the subject of female pleasure.,https://image.tmdb.org/t/p/w342/oYx8T7LeALZcdGF0JhshWDZxeoH.jpg,103.0,2.9327,5.269
794350,1721,86753,22449.0,I Just Didn't Do It (Soredemo boku wa yattenai),2006,Drama,Drama,3.6875,16,14987,"A young man is falsely accused of molesting a high-school girl on a train. He is arrested and charged, and goes through endless court sessions, all the while insisting that he is innocent.",https://image.tmdb.org/t/p/w342/8SWnHY5wBJioLuofYSBvnsYertg.jpg,143.0,1.3846,7.375
795376,1286,170515,17028.0,Eating Out 2: Sloppy Seconds,2006,Comedy|Romance,Comedy,2.8157895,19,8399,"How far would you go to get the person of your dreams? With the help of Gwen and Tiffani, Kyle pretends to be heterosexual in order to land Troy, the new guy (and nude model) who's turning the heads of both men and women. He soon finds himself joining the campus ex-gay support group and nabbing a girlfriend! Kyle's ex-boyfriend Marc is horrified at the plan and decides to pursue the confused Troy with his own tactic -- being his ""out"" gay self. Who will win Troy first?",https://image.tmdb.org/t/p/w342/lcncbunLP4cz51SsPNjvKgEE8H0.jpg,79.0,1.2181,6.1
800226,571,136253,19323.0,Superman: Brainiac Attacks,2006,Action|Animation|Children,Action,2.7413793,29,4103,"Embittered by Superman's heroic successes and soaring popularity, Lex Luthor forms a dangerous alliance with the powerful computer/villain Brainiac. Using advanced weaponry and a special strain of Kryptonite harvested from the far reaches of outer space, Luthor specifically redesigns Brainiac to defeat the Man of Steel.",https://image.tmdb.org/t/p/w342/dMvchkFOI9teuajed3ewuwTYgI.jpg,77.0,1.1804,6.077
